"Indicators","BNC","BPH","BUH","CAPITALBK","SOGEBK","UNIBNK","SOGEBL","CBNA","TOTAL","Parts1_fr","Parts2_fr","Parts1_en","Parts2_en","Date","SCOTIA","BICH","SOCABK","PROMOBK","SOCABL","BHD..","BHD"
"FONDS_PROPRES_surplus_d'apport",0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865,"Fonds propres","Fonds propres","Equity","Equity","2011-03-01",0,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_bnr",1211541.461,-48692.43339,-324380.69094,154196,527050.2288,2092023.54145,112671.43395,95630,3857454.54087,"Fonds propres","Fonds propres","Equity","Equity","2011-03-01",37415,NA,NA,NA,NA,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,194908.91241,354.9920337,0,0,195263.9044437,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2011-03-01",0,NA,NA,NA,NA,NA,NA
"HORS-BILAN_credit_documentaire",162031.573,0,0,0,715137.0576,983779.840794528,0,23232,1886323.47139453,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2011-03-01",2143,NA,NA,NA,NA,NA,NA
"HORS-BILAN_autres",30619.297,138895.295007676,13889.286,55380,1466221.27312,1114631.15871067,444411.98224,1334644,4772032.29207835,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2011-03-01",173340,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",4366301.67752,683540.96936,1182437.70232018,2593269,10241360.54338,8890560.57522,1501107.992135,1523484,32877195.4599352,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2011-03-01",1895133,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",353698.592,217839.87904,54086.035202292,33702,300872.71282,82446.67221,56932.67583,39156,1271401.06710229,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2011-03-01",132666.5,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",347858.957,353352.69325,100952,28525,350779,25921.07135,120520.317826,0,1590016.039426,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2011-03-01",262107,NA,NA,NA,NA,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",18001642.35199,711700.88114,1676471.32078384,3816307,22797368.1244412,23928427.9691622,2379294.33159,2939395,77879484.9791073,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2011-03-01",1628878,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_encaisse",2898849.42,60735.73263,227829.061692796,208560,1240638.98964,712292.690018928,29950.16157,26839,5477456.05555172,"Actif","Actif liquide","Asset","Liquid asset","2010-03-01",71761,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",9961626.71,511846.99744,679491.042787,2030730,8626781.24934,9995525.21264448,361564.91168,950312,34239399.1238915,"Actif","Actif liquide","Asset","Liquid asset","2010-03-01",1121521,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",1724971.92524484,54352.89161,76077.97452942,864677,2972039.75317,3010882.90702412,11990.59468,1293625,10691877.0462584,"Actif","Actif liquide","Asset","Liquid asset","2010-03-01",683259,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,354641.99127662,32376,37077.22855,71777.3001756283,1506410.55819,0,2002283.07819225,"Actif","Actif liquide","Asset","Liquid asset","2010-03-01",0,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",100164.873,14853.30611,17950.629198512,91939,328620.95094,657843.217170364,5538.55941,124255,1394379.53582888,"Actif","Actif liquide","Asset","Liquid asset","2010-03-01",53214,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",3153000,69969,140727,59030,3355079.9,1461000,0,0,8338805.9,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-03-01",1e+05,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",2933610.25521534,18684.54086,142219.288506412,465351,7634569.94998315,9312775.20657507,54718.7408,0,20561928.98194,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-03-01",0,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",4137036.46259,538948.27435,875046.549531188,2129801,8707246.74409,8061636.60796,1452736.562858,1370069,28963902.2013792,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-03-01",1691381,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",878793.446,31298.10373,336001.10483,261266,1517633.95793,1152866.78924,227102.94956,9059,4488765.35129,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-03-01",74744,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",1681175.114,17456.5219478,61636.74844806,208232,1306798.1438,848241.547943684,51477.28819,158111,4353623.36432954,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-03-01",20495,0,NA,NA,NA,NA,NA
"DÉPÔT_a_vue",13602701.499,388271.74138,632163.888373384,2750202,11575018.17377,13274323.8218431,498849.55604,2404155,46631570.6804065,"Passif","Dépôt","Liability","Deposit","2010-03-01",1505885,0,NA,NA,NA,NA,NA
"DÉPÔT_epargne",6374523.526,310951.02169,1438754.75800587,1514669,13652333.70759,13546308.5476226,343563.02017,305061,38434005.5810785,"Passif","Dépôt","Liability","Deposit","2010-03-01",947841,0,NA,NA,NA,NA,NA
"DÉPÔT_a_terme",3200298.241,435659.09979,600220.6181374,1028371,6095419.85815386,4555837.95680044,1920170.81298,530935,19007591.5868617,"Passif","Dépôt","Liability","Deposit","2010-03-01",640679,0,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",0,0,0,0,0,0,0,115781,115781,"Passif","Obligations à vue","Liability","Demand bonds","2010-03-01",0,0,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2010-03-01",0,0,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_autres",1294071.339,92819.394941176,117009.200328216,341443,1009595.66168,511213.740795772,73591.70454,319088,3974787.04128516,"Passif","Obligations à vue","Liability","Demand bonds","2010-03-01",215955,0,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",278000,0,0,0,11619.91,0,415963.8,0,705583.71,"Passif","Obligations à terme","Liability","Term bonds","2010-03-01",0,0,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à terme","Liability","Term bonds","2010-03-01",0,0,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_autres",1260208.903,18526.65705,4242.25426806,69085,173367.43419,282434.431835716,26030.96701,40090,1883481.64735378,"Passif","Obligations à terme","Liability","Term bonds","2010-03-01",9496,0,NA,NA,NA,NA,NA
"AUTRES_PASSIFS_autres_passifs",8772.915,328.75383,136494.221270216,175359,895890.11613,387260.774387296,3899.29553,10147,1940390.07614751,"Passif","Autres passifs","Liability","Other liabilities","2010-03-01",322238,0,NA,NA,NA,NA,NA
"FONDS_PROPRES_capital_verse",5e+05,5000,150000,90000,647310,1024384,138000,103837,2752903,"Fonds propres","Fonds propres","Equity","Equity","2010-03-01",94372,0,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves",304683.9,88500,46577.225,144113,1073443.21476,338067.771,131306.74301,70546,2242942.85377,"Fonds propres","Fonds propres","Equity","Equity","2010-03-01",45705,0,NA,NA,NA,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,14325,105199.29848,1387,67705.238,0,0,0,188616.53648,"Fonds propres","Fonds propres","Equity","Equity","2010-03-01",0,0,NA,NA,NA,NA,NA
"FONDS_PROPRES_bnr",645967.865,-36236.29998,-319040.07306,237333,524783.55357,1365010.43177,150114.42809,32630,2634766.90539,"Fonds propres","Fonds propres","Equity","Equity","2010-03-01",34204,0,NA,NA,NA,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,46530.21244,255.52062,0,0,46785.73306,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2010-03-01",0,0,NA,NA,NA,NA,NA
"HORS-BILAN_credit_documentaire",288276.066,0,0,0,559994.55161,724564.830402492,0,91885,1664720.44801249,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2010-03-01",0,0,NA,NA,NA,NA,NA
"HORS-BILAN_autres",257569.106,114157.611410452,2546.732707632,93298,1638037.1462,885111.992429378,232210.213483,1089969,4490166.80223046,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2010-03-01",177267,0,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",5383133.11459,724608.97154,985046.63124286,2180552,9112587.64956,8145709.54786,1508038.754228,1405470,31264353.6690209,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2010-03-01",1819207,0,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",1246096.652,185660.69719,110000.081711672,50751,405340.90547,84072.9399,55302.19137,35401,2300451.46764167,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2010-03-01",127826,0,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",1992517.552,286890.92499,230476,40952,726302,39664.20562,221338.839778,10123,3846825.522388,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2010-03-01",298561,0,NA,NA,NA,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",23177523.266,1134881.86286,2671139.26451666,5293242,31322771.7395139,31376470.3262662,2762583.38919,3240151,104073167.848347,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2010-03-01",3094405,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_encaisse",1238645.623,95143.88784,205170.954400902,214593,3322762.11659,675412.290243596,16274.61689,56774,5891038.4889645,"Actif","Actif liquide","Asset","Liquid asset","2012-06-01",66262,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",23399490.569,713220.20159,1036408.07271689,2820033,9601760.6923,14356853.1077952,297170.97493,2101821,56123953.6183321,"Actif","Actif liquide","Asset","Liquid asset","2012-06-01",1797196,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",2041328.668,113143.61507,324946.66559105,709892,818319.81628,3125475.12571035,-158.01357,1038891,9059618.8770814,"Actif","Actif liquide","Asset","Liquid asset","2012-06-01",887780,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,52418.012974233,15273,7956.77571,62122.3116918053,1651919.7406,0,1789689.84097604,"Actif","Actif liquide","Asset","Liquid asset","2012-06-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",159506.339,59623.51979,36699.820029189,224216,260399.92278,546246.411333171,15319.07514,76363,1412584.08807236,"Actif","Actif liquide","Asset","Liquid asset","2012-06-01",34210,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",3490232,0,150000,0,991666.6,961958.15,0,274224,5962817.75,"Actif","Actif illiquide","Asset","Non-liquid asset","2012-06-01",94737,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",5613118.84596,24084.0556,23953.995384497,561491,11467249.08478,10690492.5498507,58341.5908,0,28438731.1223752,"Actif","Actif illiquide","Asset","Non-liquid asset","2012-06-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",6091829.75204,806317.40922,1246180.25144558,3985228,14358988.57206,14880489.01592,1947135.614744,1639469,47000802.6154296,"Actif","Actif illiquide","Asset","Non-liquid asset","2012-06-01",2045165,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",1064848.86472,130148.51649,223580.98879,273528,1454751.93196,1292274.15681,155928.57766,212962,4863080.03643,"Actif","Actif illiquide","Asset","Non-liquid asset","2012-06-01",55057,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",1815674.754,19063.62512,66967.115768254,291723,1609325.36823,1070444.23552558,86349.77556,78042,5054051.87420384,"Actif","Actif illiquide","Asset","Non-liquid asset","2012-06-01",16462,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_vue",28999348.068,757899.6579,890452.767824739,3832743,14792634.69212,19619597.7718561,844188.48432,3222241,75153354.4420208,"Passif","Dépôt","Liability","Deposit","2012-06-01",2194249,NA,NA,NA,NA,NA,NA
"DÉPÔT_epargne",8109576.96,442689.2458,1769133.43606663,2366060,17717448.66436,18385079.0515712,428941.82629,387557,50900166.1840878,"Passif","Dépôt","Liability","Deposit","2012-06-01",1293680,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_terme",3081504.04192,589257.54477,638041.321866075,1474572,5838684.17327744,4346733.39148372,2013831.92127,1155904,19818745.3945872,"Passif","Dépôt","Liability","Deposit","2012-06-01",680217,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",0,0,0,0,0,0,0,2e+05,2e+05,"Passif","Obligations à vue","Liability","Demand bonds","2012-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2012-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_autres",967391.52286,131395.746833069,113731.812004665,325280,1457349.00006,587164.786056479,68638.07272,175704,4016070.94053421,"Passif","Obligations à vue","Liability","Demand bonds","2012-06-01",189416,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",3000,0,0,0,0,0,450000,0,453000,"Passif","Obligations à terme","Liability","Term bonds","2012-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à terme","Liability","Term bonds","2012-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_autres",1271923.784,20164.86873,7097.768320585,172599,233515.88998,342627.248203738,11992.23365,86654,2188157.79288432,"Passif","Obligations à terme","Liability","Term bonds","2012-06-01",41583,NA,NA,NA,NA,NA,NA
"AUTRES_PASSIFS_autres_passifs",277738.154,19.80449,150944.817478242,228616,974151.49764,510389.115175387,3830.82238,39227,2544976.21116363,"Passif","Autres passifs","Liability","Other liabilities","2012-06-01",360059,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_capital_verse",5e+05,5000,150202.375,270000,750000,2001524,150000,103837,4024936.375,"Fonds propres","Fonds propres","Equity","Equity","2012-06-01",94373,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves",238251.353,51530,28486.97294,141759,1184684.9,60517.29688,130984.99542,79683,1987277.51824,"Fonds propres","Fonds propres","Equity","Equity","2012-06-01",71380,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865,"Fonds propres","Fonds propres","Equity","Equity","2012-06-01",0,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_bnr",1465941.53583,-51537.0378,-487086.11793,282961,846232.6,1808134.68902,125873.59663,27739,4090171.26575,"Fonds propres","Fonds propres","Equity","Equity","2012-06-01",71912,NA,NA,NA,NA,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,111082.2058,367.147316738,0,0,111449.353116738,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2012-06-01",0,NA,NA,NA,NA,NA,NA
"HORS-BILAN_credit_documentaire",2381.273,0,0,0,611476.25164,621691.8982776,0,23752,1263557.4229176,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2012-06-01",4256,NA,NA,NA,NA,NA,NA
"HORS-BILAN_autres",25277.09823,207075.818894819,0,126297,1810393.78718,394307.492031585,698047.51912,2284085,5828436.7154564,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2012-06-01",282953,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",6367298.00404,1105917.48834,1344650.75542442,4016159,14652605.25738,14963821.76983,2046562.573794,1672008,48356543.8488084,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2012-06-01",2187521,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",275468.252,299600.07912,98470.503978844,30931,293616.68532,83332.75391,99426.95905,32539,1355741.23337884,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2012-06-01",142356,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",297246.425,339428.23857,91732,36676,286393,47084.72514,138758.827856,0,1527270.216566,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2012-06-01",289951,NA,NA,NA,NA,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",28623491.92792,920728.53435,1593044.44216744,5118818,22831334.9036874,27266401.913851,2591835.20741,3326462,94131152.9293858,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2012-06-01",1859036,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_encaisse",1576726.093,88646.20473,199626.752159139,226608,3391895.67709,803056.103014067,32323.43054,48344,6487145.26053321,"Actif","Actif liquide","Asset","Liquid asset","2011-06-01",119919,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",17464131.686,730115.70556,1248985.66824756,2336900,8786109.06099,13470965.9254829,244998.78863,2119224,47860748.8349104,"Actif","Actif liquide","Asset","Liquid asset","2011-06-01",1459318,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",1031879.094,73833.08379,229704.522137664,661202,1348640.78133,3649090.82407105,-2.01621,1096638,9160778.28911872,"Actif","Actif liquide","Asset","Liquid asset","2011-06-01",1069792,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,119313.114052826,44334,8727.75548,29536.7963009956,1582971.69559,0,1784883.36142382,"Actif","Actif liquide","Asset","Liquid asset","2011-06-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",329361.873,63118.0137,30521.566787172,136339,340073.21633,576277.112622867,17045.5387,95567,1684141.32114004,"Actif","Actif liquide","Asset","Liquid asset","2011-06-01",95838,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",3812455.85,1e+05,186541.85,284913,3210000,350000,0,199965,8293875.7,"Actif","Actif illiquide","Asset","Non-liquid asset","2011-06-01",150000,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",4030177.22966,23110.76584,91048.312838803,689136,12856861.97018,13761467.3545881,55285.3808,0,31507087.0139069,"Actif","Actif illiquide","Asset","Non-liquid asset","2011-06-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",3779672.14093,459555.6974,1073922.5186835,2745960,10401645.5945,10174811.37574,1604539.193485,1386150,33335129.5207385,"Actif","Actif illiquide","Asset","Non-liquid asset","2011-06-01",1708873,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",911722.179,121070.25261,247028.47448,254592,1349724.71857,1181682.78482,189528.41647,56278,4361946.82595,"Actif","Actif illiquide","Asset","Non-liquid asset","2011-06-01",50320,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",1706713.305,17816.69620195,84939.366108641,277151,1832864.2162,1257469.70456178,80459.25514,100219,5374897.54321237,"Actif","Actif illiquide","Asset","Non-liquid asset","2011-06-01",17265,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_vue",19761473.606,623481.89684,916123.348829144,3292508,15482244.63678,18740579.8183476,647770.90207,3143618,64651060.2088668,"Passif","Dépôt","Liability","Deposit","2011-06-01",2043260,NA,NA,NA,NA,NA,NA
"DÉPÔT_epargne",7581889.938,470031.45262,1675644.40846243,2111723,16972641.20049,17438723.2590591,398435.63709,341131,48151628.8957215,"Passif","Dépôt","Liability","Deposit","2011-06-01",1161409,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_terme",3022431.26339,429265.82392,701736.597759096,1072029,5882024.50557058,3835582.04387706,1879401.29026,774268,18296036.5247767,"Passif","Dépôt","Liability","Deposit","2011-06-01",699298,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",0,0,0,0,0,0,0,120000,120000,"Passif","Obligations à vue","Liability","Demand bonds","2011-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2011-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_autres",959081.6,90590.529663123,112766.868160284,292271,1594233.98606,494511.221103228,57109.56282,403415,4218726.76780664,"Passif","Obligations à vue","Liability","Demand bonds","2011-06-01",214747,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",3000,0,0,0,0,150000,4e+05,0,553000,"Passif","Obligations à terme","Liability","Term bonds","2011-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,-978.40459,0,0,0,-978.40459,"Passif","Obligations à terme","Liability","Term bonds","2011-06-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_autres",1149926.64,20225.35198,6375.294906015,42509,207906.19304,352684.942005571,18344.32889,56463,1870721.75082159,"Passif","Obligations à terme","Liability","Term bonds","2011-06-01",16287,NA,NA,NA,NA,NA,NA
"AUTRES_PASSIFS_autres_passifs",278705.548,79.12088,141627.743629397,269662,854296.61892,939694.702576471,2881.7276,21982,2845193.46160587,"Passif","Autres passifs","Liability","Other liabilities","2011-06-01",336264,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_capital_verse",5e+05,5000,150202.375,270000,750000,1024188,150000,103837,3047599.375,"Fonds propres","Fonds propres","Equity","Equity","2011-06-01",94372,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves",200715.154353,72144,46577.225,113695,1060655.98524,361823.81187,127694.57755,70546,2121163.754013,"Fonds propres","Fonds propres","Equity","Equity","2011-06-01",67312,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,14325,105320.72348,1387,98479.45517,0,0,0,219512.17865,"Fonds propres","Fonds propres","Equity","Equity","2011-06-01",0,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_bnr",1185615.732,-47876.75614,-344742.43973,191351,625038.81399,1916570.18026,125511.65692,67125,3756969.1873,"Fonds propres","Fonds propres","Equity","Equity","2011-06-01",38376,NA,NA,NA,NA,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,91606.04443,370.462927602,0,0,91976.507357602,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2011-06-01",0,NA,NA,NA,NA,NA,NA
"HORS-BILAN_credit_documentaire",83633.767,0,0,0,545488.555,973770.193379535,0,34302,1637194.51537954,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2011-06-01",0,NA,NA,NA,NA,NA,NA
"HORS-BILAN_autres",26615.003,178189.753808958,4097.87536,220125,1526103.58299,557444.488796966,365986.11423,1016201,4100844.81818592,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2011-06-01",206082,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",4151763.61393,679478.46283,1149804.55270745,2785779,10720363.3685,10236429.94144,1664514.108715,1425306,34659156.0481225,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2011-06-01",1845717,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",372091.473,219922.76543,75882.034023948,39819,318717.774,61618.5657,59974.91523,39156,1324026.52738395,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2011-06-01",136844,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",441739.241,364525.99443,92684,36737,315244,51758.14896,121073.585302,0,1731353.969692,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2011-06-01",307592,NA,NA,NA,NA,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",19212736.50839,784553.54329,1586159.62567067,4060677,22787621.3231606,25514875.2676038,2356893.50898,2914429,80903498.777095,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2011-06-01",1685553,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_encaisse",1079615.643,53324.26589,257658.790319988,191909,1021268.03018,738193.407092569,22006.26702,36628,3490843.40350256,"Actif","Actif liquide","Asset","Liquid asset","2010-06-01",90240,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",15730338.566,616854.71281,726469.406269335,2084039,9725391.35548,10663006.0353374,287240.34524,848064,41801259.4211367,"Actif","Actif liquide","Asset","Liquid asset","2010-06-01",1119856,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",1178429.704,58610.22592,109152.484719916,769740,1079719.97537,3553353.79345901,2031.83875,1287883,8819966.02221892,"Actif","Actif liquide","Asset","Liquid asset","2010-06-01",781045,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,247165.73764569,31843,18776.66499,167273.377744593,1646430.60145,0,2111489.38183028,"Actif","Actif liquide","Asset","Liquid asset","2010-06-01",0,0,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",99794.022,25667.31127,60417.815945263,106805,294275.73232,296917.727972527,58458.08436,138688,1129343.69386779,"Actif","Actif liquide","Asset","Liquid asset","2010-06-01",48320,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",1471253.966,69746.04,310000,300000,4199999.9,2e+06,0,139983,8590982.906,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-06-01",1e+05,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",2907894.41889,18771.087910564,142877.531406707,443898,9656105.68728221,11349776.4624515,54865.5408,0,24574188.728741,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-06-01",0,0,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",4173729.16876,545131.75029,899969.172803658,2194099,8759870.60042,7816842.40019,1390562.732744,1350343,28796954.8252077,"Actif","Actif illiquide","Asset","Non-liquid asset","2010-06-01",1666407,0,NA,NA,NA,NA,NA
