"Indicators","BNC","BPH","BUH","CAPITALBK","SOGEBK","UNIBNK","SOGEBL","CBNA","TOTAL","Parts1_fr","Parts2_fr","Parts1_en","Parts2_en","Date","SCOTIA","BICH","SOCABK","PROMOBK","SOCABL","BHD..","BHD"
"ACTIF_ILLIQUIDE_autres_placements",12007079,0,1429673.94255272,3480953,22022722.12172,33002607.9947605,1717552.29115,0,73660588.3501832,"Actif","Actif illiquide","Asset","Non-liquid asset","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",24226185,299724.296917,12879428.6364762,11921831,35277167.73445,40850938.74394,4821323.286839,174580,130451178.698622,"Actif","Actif illiquide","Asset","Non-liquid asset","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",2756678,346872.70577,1039354.64317,1152314,4096161.70864,3053038.18846,645881.55964,273970,13364270.80568,"Actif","Actif illiquide","Asset","Non-liquid asset","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",2461373,965622.04952,839857.723691214,847974,5415062.20677,2722733.87988981,1199053.65138,32652,14484328.511251,"Actif","Actif illiquide","Asset","Non-liquid asset","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_vue",38710883,1806698.38074,13020462.3878289,14465410,53654515.878992,70871141.3660512,2801077.98982,3967413,199297602.003432,"Passif","Dépôt","Liability","Deposit","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔT_epargne",28477678,521071.60064,6703645.47544702,7399691,36063313.6376055,61506483.1139376,938439.21439,574758,142185080.04202,"Passif","Dépôt","Liability","Deposit","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_terme",10890711,1776960.29397,11801532.8592542,9101621,21628444.8669446,24309007.9747617,2848898.48685,4421,82361597.4817805,"Passif","Dépôt","Liability","Deposit","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",0,0,0,300000,0,0,0,0,3e+05,"Passif","Obligations à vue","Liability","Demand bonds","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_autres",2949874,286859.91713,1297816.83997481,1345439,5654482.18983,4083656.03094157,183298.82252,904589,16706015.8003964,"Passif","Obligations à vue","Liability","Demand bonds","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",7440513,0,1843963.11702,569204,5127708.24985,3968534.23791,1733797.70961,0,20683720.31439,"Passif","Obligations à terme","Liability","Term bonds","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,639.981,0,0,0,639.981,"Passif","Obligations à terme","Liability","Term bonds","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_autres",5251196,938341.10382,408627.28477162,201823,1076224.85696,1622216.44171921,294251.50183,91353,9884033.18910083,"Passif","Obligations à terme","Liability","Term bonds","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"AUTRES_PASSIFS_autres_passifs",1099856,19811.74754,219690.477930099,1485709,3697789.36519,1834504.39934858,419297.56834,0,8776658.55834868,"Passif","Autres passifs","Liability","Other liabilities","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_capital_verse",3e+06,165000,735436.76157,810000,3e+06,6301937.5,3e+05,103837,14416211.26157,"Fonds propres","Fonds propres","Equity","Equity","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves",2106357,150488.951,294604.93022,605876,1787827.42786,1776025.1432,314508.72972,59288,7094976.182,"Fonds propres","Fonds propres","Equity","Equity","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves_(prov._pour_pertes_sur_prets)",0,0,0,0,0,0,0,0,0,"Fonds propres","Fonds propres","Equity","Equity","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,174325,1273607.57601,1384,0,0,0,0,1449316.57601,"Fonds propres","Fonds propres","Equity","Equity","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_bnr",3595947,-839250.21061,932746.21813,2612623,4982494.08686,5249530.83167,245228.41199,315470,17094789.33804,"Fonds propres","Fonds propres","Equity","Equity","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"HORS-BILAN_effets_a_l'encaissement",1211933,0,0,0,52302.66995,2958.534002186,0,0,1267194.20395219,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"HORS-BILAN_credit_documentaire",0,0,0,0,1998847.9257,1568762.35253485,0,0,3567610.27823485,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"HORS-BILAN_autres",4577443,202711.42267,3234982.95898393,240645,9109167.89706,2359671.66400743,525606.45897,523955.56958,20774183.9712714,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",27361301,1248027.162077,13538290.9365856,12142855,37178786.39529,41781164.05436,5029973.547389,174580,138454978.095702,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",3135116,948302.86516,658862.300109452,221024,1901618.66084,930225.31042,208650.26055,0,8003799.39707945,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",4645111,1058203.191182,761869.776760954,51808,824729,213127.7936,207283.56608,0,7762132.32762295,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",23541423.5,1804778.86488,13351901.3648604,13861977,48146411.0613922,65796994.9605888,3187927.4848,2110639,171802053.236521,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2021-09-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_encaisse",5793865,146586.90623,550165.422707044,584647,3113529.92235,2426080.71339784,41713.3258,81171,12737759.2904849,"Actif","Actif liquide","Asset","Liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",18202548,1046780.94008,5702633.63249752,6893773,25329354.59928,37831790.1251374,1150637.70499,4069950,100227468.001985,"Actif","Actif liquide","Asset","Liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",1429845,150176.26925,707816.876708502,964309,1478036.7888,3222197.73281186,5269.82093,1823940,9781591.48850037,"Actif","Actif liquide","Asset","Liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,13399.616140574,1318,5073.43027,0,1044155.06467,0,1063946.11108057,"Actif","Actif liquide","Asset","Liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",319565,53466.35445,128749.180419608,316795,220252.36606,907911.238744707,29120.00459,228835,2204694.14426432,"Actif","Actif liquide","Asset","Liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",10165000,564000,350000,50000,3e+05,1175000,0,239591,12843591,"Actif","Actif illiquide","Asset","Non-liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.",0,122899.61384,0,0,0,351780.25979,0,0,474679.87363,"Actif","Actif illiquide","Asset","Non-liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",8790887,73919.12973,292871.371009883,1350207,14990059.35629,31745041.4498538,162818.63527,0,57405803.9421537,"Actif","Actif illiquide","Asset","Non-liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",14287127,692380.56762,9211638.35598059,8257544,24543593.0513,29734883.37857,4040562.83532,430283,91198012.1887906,"Actif","Actif illiquide","Asset","Non-liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",1882995.022809,314829.99394,590425.59849,632594,2726008.34779,2325450.11413,329168.88068,317025,9118496.957839,"Actif","Actif illiquide","Asset","Non-liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",1924742,220685.549,193252.42467298,772327,2854723.91205,6617531.29867292,167603.84124,34438,12785304.0256359,"Actif","Actif illiquide","Asset","Non-liquid asset","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_vue",27032438,1272917.63612,4202279.51169341,6706634,25304037.7158741,40913131.0549632,1634687.2884,5650015,112716140.207051,"Passif","Dépôt","Liability","Deposit","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔT_epargne",15347028,343362.34018,2775103.46916963,3855200,20865532.3109866,31989327.1314986,656794.42063,364705,76197052.6724648,"Passif","Dépôt","Liability","Deposit","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_terme",7045528,1343516.13591,6260221.83163448,5577399,13521378.873094,21192010.2382509,1814554.26024,35269,56789877.3391295,"Passif","Dépôt","Liability","Deposit","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",0,0,0,0,0,1827296.07516,0,0,1827296.07516,"Passif","Obligations à vue","Liability","Demand bonds","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_autres",2168141.046,149758.74738,743134.789576174,628386,3297112.79751,5482623.64512447,54215.45465,717062,13240434.4802406,"Passif","Obligations à vue","Liability","Demand bonds","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",1210400,112499.99989,1887494.23357,506619,1707458.37836,0,1850880.21572,0,7275351.82754,"Passif","Obligations à terme","Liability","Term bonds","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,2258481.81551,0,0,0,2258481.81551,"Passif","Obligations à terme","Liability","Term bonds","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_autres",3497167,202094.94953,141035.526982909,82635,566033.36389,1128585.99929777,85912.7977799999,61662,5765126.63748068,"Passif","Obligations à terme","Liability","Term bonds","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"AUTRES_PASSIFS_autres_passifs",958246,5620.08185,321876.98102073,576494,1671060.82247,1227528.82928485,183309.98127,0,4944136.69589558,"Passif","Autres passifs","Liability","Other liabilities","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_capital_verse",3e+06,165000,547726.75,540000,1500000,6469425,250000,103837,12575988.75,"Fonds propres","Fonds propres","Equity","Equity","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves",490508,78594.771,75647.80833,289755,2015094.39426,1199002.86208,251664.7255,59288,4459555.56117,"Fonds propres","Fonds propres","Equity","Equity","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves_(prov._pour_pertes_sur_prets)",157217,0,116823.26463,0,0,0,0,0,274040.26463,"Fonds propres","Fonds propres","Equity","Equity","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,14325,411912.05858,1384,371816.94492,0,0,0,799438.0035,"Fonds propres","Fonds propres","Equity","Equity","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_bnr",1889901,-301964.33772,257696.25348475,1059008,2482624.35732,4908735.47406,189030.96922,233395,10718426.7163648,"Fonds propres","Fonds propres","Equity","Equity","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"HORS-BILAN_effets_a_l'encaissement",701512,0,0,0,146892.07829,1430.933226478,0,0,849835.011516478,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"HORS-BILAN_credit_documentaire",222905,0,0,0,1096063.05633,1058927.8165249,0,0,2377895.8728549,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"HORS-BILAN_autres",3581597,200552.642549199,823295.86389332,167812,3942638.81788,1792472.30559753,601953.48787,1535642.5912,12645964.70899,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",14774252,1315212.96665,9252945.46004674,8296446,25417545.77592,29903209.7595,4166249.42771,430283,93556144.3898267,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",487125,622832.39903,41307.104066148,38902,873952.72462,168326.38093,125686.59239,0,2358132.20103615,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",655272,682179.33701743,62271.675968292,65382,700285,43717.43789,390789.11771,0,2599896.56858572,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",20103466,1626704.48705,8352646.25182753,11733372,39498265.7929347,66028459.5998628,3386851.88117,4782664,155512430.012845,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2017-12-01",NA,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_encaisse",7078993.744,127789.60646,589460.337957808,448782,2808328.77204,2138890.26734002,52972.21194,60129,13426200.9397378,"Actif","Actif liquide","Asset","Liquid asset","2016-12-01",120855,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",17364382.19041,999327.51727,5139154.28615508,5963826,24239466.10655,27829300.1566835,1216117.41803,3950016,89849992.6750986,"Actif","Actif liquide","Asset","Liquid asset","2016-12-01",3148403,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",1094957.2488,161763.99172,432086.789638848,1647501,1303720.70946,2426133.45222731,4589.09092,265139,8690329.28276615,"Actif","Actif liquide","Asset","Liquid asset","2016-12-01",1354438,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,14861.30772696,933,2728.25494,0,785076.45987,0,803599.02253696,"Actif","Actif liquide","Asset","Liquid asset","2016-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",192549.36944,37606.66916,14863.868736784,230988,112277.93193,971104.985121802,15307.38101,166497,1830342.20539859,"Actif","Actif liquide","Asset","Liquid asset","2016-12-01",89147,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",8650000,776000,0,396791,425000,0,0,99950,10347741,"Actif","Actif illiquide","Asset","Non-liquid asset","2016-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.",1400000,181223.20292,0,0,0,538511.83679,0,0,2119735.03971,"Actif","Actif illiquide","Asset","Non-liquid asset","2016-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",8756662.85284,25311.49003,396962.147357864,1151594,17290537.05805,27757422.6687122,2406477.1714,0,57784967.38839,"Actif","Actif illiquide","Asset","Non-liquid asset","2016-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",12680024.04587,1048551.42491,7050400,7431185,21683571.5179,24829952.26824,4110579.81905,662576,81540904.07597,"Actif","Actif illiquide","Asset","Non-liquid asset","2016-12-01",2044064,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",1867214.02003,313177.76937,538433.42716,564850,2678828.43975,2100118.63611,311956.61313,333343,8792090.90555,"Actif","Actif illiquide","Asset","Non-liquid asset","2016-12-01",84169,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",1744147.24042,232433.0241,176839,588512,2414464.65133,1596155.89720297,178873.64462,36029,6877708.45767297,"Actif","Actif illiquide","Asset","Non-liquid asset","2016-12-01",-89746,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_vue",28987555.96525,1526582.4924,3104450.41375848,6433262,23458564.8846685,29337345.4557834,1647428.06889,3959733,102274428.28075,"Passif","Dépôt","Liability","Deposit","2016-12-01",3819506,NA,NA,NA,NA,NA,NA
"DÉPÔT_epargne",14571692.49319,366989.80152,2559050.96374696,3747576,21879983.9511383,28081313.5702526,693992.77488,337984,73989905.5547279,"Passif","Dépôt","Liability","Deposit","2016-12-01",1751322,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_terme",6194488.54049,1451444.04761,5185839.71920309,4844258,15755464.9670276,16606191.4749871,4018327.92888,37005,54433791.6781978,"Passif","Dépôt","Liability","Deposit","2016-12-01",340772,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",0,0,0,285000,0,954652.59725,0,0,1239652.59725,"Passif","Obligations à vue","Liability","Demand bonds","2016-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2016-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_autres",1203063.72751,185705.00805,412808.7,562049,1397450.37063,2089784.45022354,70794.89456,812089,7053611.15097354,"Passif","Obligations à vue","Liability","Demand bonds","2016-12-01",319866,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",444000,162499.99993,1636023.53344,226561,782121.2656,0,1726039.9167,0,4977245.71567,"Passif","Obligations à terme","Liability","Term bonds","2016-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,1127815.0994,0,0,0,1127815.0994,"Passif","Obligations à terme","Liability","Term bonds","2016-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_autres",3696478.76678,206957.95355,111380.554342392,94783,1102386.86689,516127.651183248,90362.83069,47799,5915161.62343564,"Passif","Obligations à terme","Liability","Term bonds","2016-12-01",48885,NA,NA,NA,NA,NA,NA
"AUTRES_PASSIFS_autres_passifs",998664.85,8606.66971,243321,626014,2056238.51667,1306935.03730531,173350.62456,1259,5480134.69824531,"Passif","Autres passifs","Liability","Other liabilities","2016-12-01",65745,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_capital_verse",1500000,165000,542746.99917,540000,1330595,3233325,2e+05,103837,7709876.99917,"Fonds propres","Fonds propres","Equity","Equity","2016-12-01",94373,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves",327142.246,64740.496,53151.24649,226473,1810301.08069,654377.60976,251452.0809,61225,3496048.75984,"Fonds propres","Fonds propres","Equity","Equity","2016-12-01",47186,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_reserves_(prov._pour_pertes_sur_prets)",159708.82656,0,84645.93348,0,0,0,0,0,270287.76004,"Fonds propres","Fonds propres","Equity","Equity","2016-12-01",25933,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,14325,373948.88834,1384,125897.67262,0,0,0,515555.56096,"Fonds propres","Fonds propres","Equity","Equity","2016-12-01",0,NA,NA,NA,NA,NA,NA
"FONDS_PROPRES_bnr",2746135.2961,-249666.77283,45693.23535,837602,2132103.76661,7407537.31906,210200.68968,212748,13580095.53397,"Fonds propres","Fonds propres","Equity","Equity","2016-12-01",237742,NA,NA,NA,NA,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,123451.56952,5767.285391336,0,0,129218.854911336,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2016-12-01",0,NA,NA,NA,NA,NA,NA
"HORS-BILAN_credit_documentaire",244450.171,0,0,0,1527716.2624,1055260.10935282,0,0,2898578.54275282,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2016-12-01",71152,NA,NA,NA,NA,NA,NA
"HORS-BILAN_autres",2150656.171,338881.55855656,102781.574883776,211084,3908603.42658,628175.882668104,674028.255102,-954648.86848,8245798.00031044,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2016-12-01",1186236,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",13157609.62294,1597025.32018,7104534.7173067,7492724,22619766.22576,25091726.39871,4219809.71553,662576,84059832.0004267,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2016-12-01",2114060,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",477585.57707,548473.89527,54134.461841104,61539,936194.70786,261774.13047,109229.89648,0,2518927.6689911,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2016-12-01",69996,NA,NA,NA,NA,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",639174.419,680584.394003664,55500.460010472,65861,762153,12509.77794,529087.4604,0,2873565.51135414,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2016-12-01",128695,NA,NA,NA,NA,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",22288435.23879,1784556.05481,6868971.06766853,11334024,42095786.3640744,50163988.9328231,5080523.45405,2726740,145843862.112216,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2016-12-01",3500837,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_encaisse",7831938.1,117232.5,572650.7,383259,3160845.4,1677998.8,32356.9,68913,13954476.4,"Actif","Actif liquide","Asset","Liquid asset","2015-12-01",109282,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",12234525.2,1512646.6,2687268.9,5097423,18976174.5,22193450.2,959500.1,3256538,69327035.5,"Actif","Actif liquide","Asset","Liquid asset","2015-12-01",2409509,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",1150415.4,66495.4,361397,1310736,1329918.6,5001682.6,4291.2,418051,10839536.2,"Actif","Actif liquide","Asset","Liquid asset","2015-12-01",1196549,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,431775.7,21601,3268.2,362,1974144.6,0,2431151.5,"Actif","Actif liquide","Asset","Liquid asset","2015-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",156682.2,35965.5,45993.2,64136,124251,567980.6,9085.1,89064,1171389.6,"Actif","Actif liquide","Asset","Liquid asset","2015-12-01",78232,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",5165000,125000,0,49089,125000,0,0,748753,6212842,"Actif","Actif illiquide","Asset","Non-liquid asset","2015-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_bons_du_tresor_/_m.e.f.",1400000,239546.8,0,0,0,725243.4,0,0,2364790.2,"Actif","Actif illiquide","Asset","Non-liquid asset","2015-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",7970003.5,32613.8,453121,1043929,13695026.6,18935892.2,264433.3,0,42395019.4,"Actif","Actif illiquide","Asset","Non-liquid asset","2015-12-01",0,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",10052055,844916.5,4217755.5,5794496,19330372.6,23281984,3810905.9,1074653,70539204.5,"Actif","Actif illiquide","Asset","Non-liquid asset","2015-12-01",2132066,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",1632202,301048.6,387696.9,322564,2519188.9,1631952,292820.1,350678,7512244.5,"Actif","Actif illiquide","Asset","Non-liquid asset","2015-12-01",74094,NA,NA,NA,NA,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",1834450.6,22949.9,99186.8,492609,2459687.2,1175340.2,202906.4,18042,6342427.1,"Actif","Actif illiquide","Asset","Non-liquid asset","2015-12-01",37255,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_vue",22490786.9,1592832.6,2327802.6,5465454,16036398.1,25564358.1,1366956.1,3662298,81665843.4,"Passif","Dépôt","Liability","Deposit","2015-12-01",3158957,NA,NA,NA,NA,NA,NA
"DÉPÔT_epargne",11876949.4,334048.2,2104330,3095200,21715626.7,23965231.2,551001.5,373691,65869521,"Passif","Dépôt","Liability","Deposit","2015-12-01",1853443,NA,NA,NA,NA,NA,NA
"DÉPÔT_a_terme",5182394.9,969819.8,2894241.9,3530584,12900189,14877437.2,3711168,109051,44478597.8,"Passif","Dépôt","Liability","Deposit","2015-12-01",303712,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",0,0,0,162455,0,559376.4,0,3e+05,1021831.4,"Passif","Obligations à vue","Liability","Demand bonds","2015-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,283485,283485,"Passif","Obligations à vue","Liability","Demand bonds","2015-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_VUE_autres",1637459.8,127905.2,312591.5,391599,1629786.9,1721738.7,139067,708397,6954166.1,"Passif","Obligations à vue","Liability","Demand bonds","2015-12-01",285621,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",3000,212500,872924,0,4e+05,0,1025000,0,2513424,"Passif","Obligations à terme","Liability","Term bonds","2015-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,2012333.2,0,0,0,2012333.2,"Passif","Obligations à terme","Liability","Term bonds","2015-12-01",0,NA,NA,NA,NA,NA,NA
"OBLIGATIONS_À_TERME_autres",3645405.3,4222.5,23053.3,142215,439144.5,803623.6,72215.7,107634,5293393.9,"Passif","Obligations à terme","Liability","Term bonds","2015-12-01",55880,NA,NA,NA,NA,NA,NA
"AUTRES_PASSIFS_autres_passifs",847401.9,1192.1,172143.6,442945,1927310.7,612206.6,77808.2,1884,4151464.1,"Passif","Autres passifs","Liability","Other liabilities","2015-12-01",68572,NA,NA,NA,NA,NA,NA
